RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
17902,8289955,2014.0,8544308,M,22-30,Black,1.0,M9,,Long Split,Unknown,Morning,16.0,5.0,6.0,24.0,300.0,0.0,0.0,0.0,Other
19400,3973401,,8025774,M,22-30,Black,4.0,M9,,Incarceration,No,Night,12.0,0.0,9.0,0.0,300.0,0.0,0.0,0.0,Sex
12716,451276,2016.0,1323832,M,41-50,Black,1.0,M9,,Probation,No,Evening,9.333333333333334,7.0,0.0,6.0,300.0,0.0,0.0,0.0,Other
113,9985469,2022.0,9837092,M,31-40,Black,5.0,M7,,Incarceration,Unknown,Night,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Property
1477,1086197,2021.0,1750319,M,22-30,Black,6.0,M5,,Incarceration,Yes,Night,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Violent
16044,5819012,2014.0,9128199,M,18-21,Black,1.0,M8,,Incarceration,Yes,Night,16.0,0.0,12.0,0.0,1350.0,0.0,0.0,,Violent
1291,5448598,2021.0,790403,M,22-30,Black,2.0,M8,,Probation,No,Morning,,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
9771,3264085,2017.0,590426,M,18-21,Black,4.0,M5,,Incarceration,Unknown,Morning,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Other
24481,3305896,2012.0,7905984,M,18-21,Black,1.0,M8,,Probation,Unknown,Morning,26.666666666666668,20.0,0.0,12.0,600.0,0.0,0.0,0.0,Weapon
2241,1470794,2021.0,7776619,M,41-50,Black,2.0,,,Long Split,No,Night,42.666666666666664,12.0,20.0,24.0,300.0,0.0,0.0,0.0,Weapon
535,1441324,2022.0,8584977,M,22-30,White,1.0,,,Short Split,Yes,Afternoon,13.333333333333334,7.0,3.0,12.0,300.0,0.0,0.0,0.0,Violent
3650,797887,2020.0,5045747,M,18-21,Black,1.0,,,Short Split,Unknown,Morning,,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
1546,8944164,2021.0,8487606,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Afternoon,40.0,,30.0,0.0,300.0,0.0,0.0,0.0,Violent
18308,1334327,2014.0,3108547,M,18-21,Black,2.0,M8,,Short Split,Yes,Night,8.0,3.0,3.0,18.0,300.0,0.0,0.0,0.0,Weapon
6007,7116060,2019.0,460494,M,,Black,,M8,,Short Split,No,Morning,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
8134,1704037,2018.0,4640009,M,41-50,Black,1.0,D3,,Short Split,No,Afternoon,24.0,13.0,5.0,12.0,300.0,0.0,0.0,0.0,Drug
5720,2526573,2019.0,6403619,M,22-30,,1.0,M6,,Long Split,Unknown,Morning,88.0,30.0,36.0,24.0,300.0,0.0,0.0,0.0,Violent
1615,8819446,2021.0,3097414,M,,Black,1.0,M6,,Probation,Unknown,Afternoon,24.0,18.0,,12.0,300.0,0.0,0.0,0.0,Violent
22109,7340829,2012.0,2680764,M,31-40,Black,2.0,M8,,Incarceration,Yes,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,,Property
9507,6227068,2017.0,6822817,M,41-50,Black,9.0,D2,,Probation,No,Morning,24.0,18.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
715,9409960,2021.0,7069043,M,22-30,Black,1.0,M4,Voluntary Manslaughter,,No,Night,96.0,0.0,72.0,0.0,300.0,,0.0,0.0,Homicide
5344,2372844,2019.0,8219733,M,31-40,Black,1.0,M6,,Incarceration,No,Morning,53.333333333333336,0.0,40.0,0.0,300.0,0.0,0.0,0.0,Violent
8275,3984975,2018.0,752726,M,22-30,,1.0,M6,,Incarceration,Yes,Morning,56.0,,42.0,0.0,300.0,0.0,0.0,0.0,Violent
19113,281851,2013.0,2039472,M,51-60,Black,1.0,D3,,Incarceration,Yes,Afternoon,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Drug
19275,7127746,2013.0,4643189,M,22-30,Black,3.0,M4,,Incarceration,Unknown,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
11250,646206,2016.0,5833495,M,51-60,Black,1.0,D2,,Incarceration,Yes,Evening,48.0,0.0,36.0,,300.0,,0.0,0.0,Drug
18356,8898265,2014.0,2263031,M,18-21,Black,1.0,D4,,Short Split,Unknown,Morning,24.0,12.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
5000,619003,2019.0,4101500,M,22-30,Black,3.0,M5,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
14467,5935201,2015.0,5243952,M,31-40,Black,6.0,M7,,Long Split,Unknown,Morning,24.0,6.0,12.0,16.0,300.0,0.0,0.0,0.0,Weapon
9965,2556461,2017.0,4010960,M,18-21,Black,1.0,M9,,Probation,Yes,Morning,8.0,6.0,0.0,18.0,300.0,0.0,0.0,0.0,Property
17641,8927963,2014.0,1558601,M,18-21,White,2.0,M8,,Long Split,Yes,Evening,32.0,6.0,18.0,24.0,1500.0,0.0,,0.0,Violent
11782,1940438,2016.0,5633397,M,51-60,Black,1.0,,,Incarceration,Unknown,Morning,37.333333333333336,0.0,28.0,0.0,600.0,0.0,0.0,0.0,Sex
16902,1163055,,8236865,M,18-21,Black,4.0,M9,,Short Split,Yes,Afternoon,16.0,12.0,,12.0,300.0,0.0,0.0,0.0,Other
23534,2054652,2012.0,6714619,M,22-30,Black,1.0,,,Incarceration,Unknown,Morning,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
8147,8358493,2018.0,8886569,F,51-60,Black,1.0,M9,,Probation,Yes,Afternoon,4.0,3.0,0.0,24.0,300.0,0.0,,0.0,Other
9623,1460828,2017.0,2425443,M,18-21,Other or Unknown,1.0,M5,,Incarceration,Unknown,Evening,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Property
1023,4757953,2021.0,8430021,M,41-50,Black,1.0,D3,,Short Split,Yes,Night,12.0,9.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
2611,4981192,2020.0,8194262,M,31-40,Black,2.0,M8,,Short Split,No,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Weapon
16195,9830336,2014.0,9348852,M,51-60,Black,1.0,M8,,Incarceration,Unknown,Evening,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Sex
16429,1653450,2014.0,5455872,M,31-40,Black,1.0,D2,,Incarceration,No,Evening,41.333333333333336,0.0,31.0,0.0,300.0,0.0,0.0,0.0,Drug
19808,6959067,2013.0,7101134,M,18-21,Black,2.0,M4,,Incarceration,No,Afternoon,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Violent
24059,3143805,2012.0,3789046,M,18-21,Black,2.0,,,Incarceration,Unknown,Afternoon,,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
23989,2746290,2012.0,9521644,M,31-40,Black,2.0,D2,,Probation,Yes,Evening,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
21810,7500413,2012.0,164213,M,31-40,Black,3.0,M5,,Incarceration,Unknown,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
23737,8323356,2012.0,9320050,M,18-21,Black,1.0,M7,,Probation,No,Night,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
12522,4339771,2016.0,9966616,M,18-21,Black,2.0,M8,,Incarceration,Unknown,Evening,18.666666666666668,,14.0,0.0,300.0,0.0,250.0,0.0,Property
3945,184274,2020.0,2615548,M,22-30,Black,1.0,,,Probation,Yes,Night,8.0,6.0,0.0,6.0,300.0,0.0,0.0,0.0,Weapon
9118,1104068,2017.0,3532797,M,31-40,Black,5.0,D3,,Probation,Yes,Morning,26.666666666666668,20.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
24080,4698907,2012.0,6209508,M,22-30,Black,1.0,M8,,Incarceration,No,Afternoon,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
15065,4932249,2015.0,2371784,M,18-21,Black,2.0,M8,,Incarceration,No,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
8526,5191748,2018.0,1291949,M,18-21,Black,1.0,,,Probation,No,Afternoon,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Violent
13611,5875815,2015.0,9678629,M,18-21,Black,2.0,M8,,Short Split,No,Afternoon,24.0,18.0,1.0,18.0,300.0,0.0,0.0,0.0,Property
9287,5366489,2017.0,5343799,M,31-40,,8.0,,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,,0.0,Weapon
20602,9345642,2013.0,7017742,M,22-30,,2.0,M8,,Incarceration,Yes,Night,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Property
1296,3310148,2021.0,7858984,M,18-21,Black,1.0,D2,,Incarceration,Yes,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Drug
4065,5896295,2020.0,4964366,M,22-30,Black,1.0,M6,,Incarceration,No,Morning,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
5223,1269895,2019.0,1833511,F,22-30,Black,1.0,M8,,Short Split,Unknown,Evening,,6.0,1.0,24.0,300.0,0.0,0.0,0.0,Violent
16703,1766103,2014.0,8070068,M,22-30,Black,2.0,M7,,Incarceration,No,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,,0.0,Weapon
22822,4783622,2012.0,8198965,M,22-30,Black,19.0,,,Incarceration,Unknown,Evening,32.0,0.0,24.0,0.0,300.0,,0.0,0.0,Violent
13159,8071061,2015.0,8705244,M,31-40,Black,1.0,D4,,Probation,Unknown,Night,18.666666666666668,14.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
5233,6563282,2019.0,3147796,M,18-21,Black,1.0,M9,,Probation,Unknown,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
12809,1134905,2016.0,6769069,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
8378,5368486,2018.0,4290039,M,18-21,Black,1.0,M9,,Incarceration,No,Afternoon,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Other
12363,9828187,2016.0,6097566,F,18-21,Black,1.0,,,Short Split,Yes,Evening,13.333333333333334,10.0,1.0,18.0,300.0,0.0,0.0,0.0,Violent
8961,7431107,2017.0,7745170,M,22-30,Black,11.0,M7,,Incarceration,Yes,Evening,32.0,,24.0,0.0,300.0,0.0,0.0,0.0,Property
15660,2088140,,1564961,M,22-30,White,4.0,M8,,Incarceration,No,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
20262,113800,2013.0,8064939,M,18-21,Black,1.0,M5,,Incarceration,Yes,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Violent
12165,5733875,2016.0,2871736,M,41-50,Black,1.0,D3,,Short Split,Unknown,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
691,1785399,2021.0,3684692,M,22-30,Black,,M6,,Incarceration,Yes,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
10951,6976853,2016.0,3784962,M,31-40,Black,2.0,,,Incarceration,No,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
21836,6069205,2012.0,9235276,M,18-21,Other or Unknown,7.0,M5,,Incarceration,No,Afternoon,80.0,0.0,60.0,0.0,2400.0,0.0,0.0,0.0,Weapon
14244,7056245,2015.0,6533059,M,31-40,Black,1.0,M8,,Long Split,Yes,Evening,26.666666666666668,12.0,8.0,18.0,300.0,,0.0,0.0,Violent
3218,6256632,,89394,F,22-30,Black,2.0,M6,,Incarceration,No,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
3940,2330528,2020.0,7588368,M,22-30,Black,1.0,,,Long Split,No,Afternoon,32.0,15.0,9.0,24.0,300.0,0.0,0.0,0.0,Violent
7223,8898192,2018.0,6360832,M,31-40,Black,9.0,,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
18374,8419804,2014.0,9769288,M,18-21,Black,2.0,M8,,Incarceration,Unknown,Afternoon,,0.0,12.0,0.0,300.0,,0.0,0.0,Weapon
4084,3821008,2020.0,7456224,M,18-21,Black,1.0,,,Short Split,No,Morning,18.666666666666668,8.0,6.0,18.0,300.0,0.0,0.0,0.0,Violent
20680,650686,2013.0,1728809,M,18-21,,1.0,,,Short Split,Yes,Afternoon,12.0,,1.0,36.0,750.0,0.0,0.0,0.0,Drug
21255,2887811,2013.0,9825296,M,22-30,Black,2.0,,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,,0.0,0.0,Property
10203,7411114,2017.0,7307860,M,18-21,,1.0,M8,,Incarceration,No,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Violent
9044,915857,,6530556,M,22-30,Other or Unknown,5.0,M6,,Incarceration,No,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
577,5372419,2022.0,1213516,M,22-30,Black,2.0,M6,,Incarceration,Unknown,Evening,40.0,0.0,30.0,0.0,,0.0,0.0,0.0,Violent
23621,6686372,2012.0,4896895,M,31-40,White,1.0,,,Probation,No,Evening,16.0,12.0,0.0,60.0,300.0,0.0,0.0,0.0,Property
18756,1336974,2013.0,51600,M,22-30,Black,1.0,M3,,Incarceration,No,Evening,272.0,0.0,204.0,0.0,300.0,0.0,0.0,0.0,Violent
2806,3596297,2020.0,3063399,M,31-40,Black,3.0,M5,,Incarceration,Unknown,Afternoon,96.0,0.0,72.0,0.0,300.0,,0.0,0.0,Violent
13929,1679750,2015.0,140534,M,18-21,Black,5.0,M8,,Incarceration,Unknown,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Property
1282,3862066,2021.0,1035745,M,31-40,Black,1.0,M3,,Incarceration,No,Night,304.0,0.0,228.0,0.0,300.0,0.0,0.0,0.0,Violent
10914,668716,2016.0,8728921,M,31-40,Black,3.0,M3,,Incarceration,,Night,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Sex
14918,16605,2015.0,1428525,M,51-60,Black,1.0,M6,,Short Split,No,Evening,26.666666666666668,16.0,4.0,18.0,300.0,0.0,0.0,0.0,Violent
22049,8324697,2012.0,441639,M,22-30,Black,1.0,M8,,,Yes,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
24659,20417,2012.0,2325942,M,41-50,Black,1.0,M7,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
6774,7021028,2018.0,1576404,M,15-17,Other or Unknown,2.0,,,Incarceration,Unknown,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Violent
3262,174117,2020.0,5221133,M,22-30,Black,1.0,D3,,Probation,Yes,Morning,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
16907,8495573,2014.0,3341731,M,22-30,Black,2.0,,,Short Split,,Morning,16.0,11.0,1.0,12.0,300.0,0.0,0.0,0.0,Weapon
23394,7156149,2012.0,2445327,M,22-30,Black,1.0,D3,,Incarceration,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Drug
14245,8677487,2015.0,2378963,M,61-70,,1.0,M7,,Incarceration,No,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
18301,7885184,2014.0,1130877,M,22-30,Black,2.0,M8,,Incarceration,No,Morning,,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
14945,3362466,2015.0,1967111,M,22-30,Black,2.0,M8,,Incarceration,Unknown,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Property
20794,8200712,2013.0,7895968,M,22-30,Black,1.0,,,Probation,No,Afternoon,16.0,12.0,0.0,18.0,750.0,0.0,0.0,0.0,Weapon
987,2243823,2021.0,4354872,M,22-30,Black,1.0,M5,,Short Split,No,Afternoon,48.0,36.0,1.0,12.0,300.0,0.0,0.0,0.0,Other
16369,6410235,2014.0,6227757,M,22-30,,1.0,,,Incarceration,Yes,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
20020,165592,2013.0,871515,M,18-21,Black,1.0,M5,,Incarceration,No,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
6762,6653716,2018.0,8335188,M,22-30,Black,21.0,M1,Murder I,Life,No,Morning,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,Homicide
5183,1619595,2019.0,1616586,M,22-30,White,,M5,,Incarceration,Unknown,Afternoon,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
126,4438295,2022.0,8505278,M,15-17,Black,1.0,M5,,Incarceration,Yes,Morning,64.0,0.0,48.0,0.0,300.0,0.0,,0.0,Violent
11614,2420595,2016.0,133890,M,22-30,Black,1.0,M7,,Incarceration,Yes,Evening,,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
23601,7296703,2012.0,862065,F,18-21,Black,1.0,,,Short Split,Yes,Night,16.0,12.0,1.0,12.0,300.0,,0.0,0.0,Violent
4506,158442,2020.0,7762747,M,41-50,Black,2.0,M8,,Incarceration,Unknown,Night,45.333333333333336,0.0,34.0,0.0,300.0,0.0,125.0,0.0,Property
22368,9727292,2012.0,5661096,M,41-50,Black,1.0,,,Incarceration,Unknown,Morning,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Drug
15648,5928711,2014.0,5563145,M,31-40,Black,1.0,D4,,Short Split,Unknown,Evening,26.666666666666668,20.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
20495,8812307,2013.0,8816360,M,22-30,Other or Unknown,1.0,,,Short Split,Yes,Evening,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
10111,7383589,,155093,M,41-50,Black,1.0,,,Incarceration,No,Night,26.666666666666668,0.0,,0.0,300.0,0.0,0.0,0.0,Drug
15090,2049246,2015.0,3688028,M,22-30,Black,1.0,M9,,Incarceration,No,Evening,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Other
8427,7847399,2018.0,1530364,M,31-40,Black,1.0,D4,,Probation,No,Morning,13.333333333333334,10.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
19986,4068010,2013.0,8174460,F,22-30,Black,1.0,M8,,Probation,No,Morning,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
7688,7932377,2018.0,9865947,M,31-40,Black,1.0,D3,,Short Split,Yes,Evening,24.0,12.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
13812,8999284,,216567,M,18-21,Black,1.0,M8,,Incarceration,Unknown,Afternoon,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
8947,5218782,2017.0,1954691,M,18-21,Black,3.0,,,Short Split,No,Morning,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
4415,4945643,2020.0,8740843,M,18-21,Black,1.0,,,Short Split,No,Night,8.0,6.0,1.0,24.0,300.0,0.0,0.0,0.0,Weapon
8656,4947253,2018.0,8309021,M,18-21,Black,3.0,M8,,Short Split,Unknown,Night,37.333333333333336,22.0,6.0,36.0,300.0,0.0,0.0,0.0,Weapon
6464,2208814,2019.0,1534716,M,31-40,Black,1.0,M5,,Incarceration,Unknown,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
24161,2704947,2012.0,7557478,F,31-40,Black,1.0,,,Incarceration,No,Afternoon,24.0,0.0,18.0,,300.0,0.0,0.0,0.0,Drug
9256,7829929,2017.0,184080,M,41-50,Black,1.0,,,Short Split,No,Morning,18.666666666666668,14.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
24323,1845116,2012.0,2486900,M,22-30,Black,1.0,D3,,Incarceration,Unknown,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Drug
3703,9620426,2020.0,4217367,F,31-40,Black,1.0,M8,,Probation,No,Evening,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Other
24603,4881903,2012.0,4780331,M,51-60,Black,1.0,,,Probation,No,Afternoon,8.0,6.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
11028,7066321,2016.0,9791803,M,22-30,Black,3.0,M5,,Incarceration,No,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
9441,9961605,2017.0,2613655,M,31-40,Black,1.0,D2,,Probation,Unknown,Evening,24.0,18.0,,12.0,300.0,0.0,0.0,0.0,Drug
19425,5303234,2013.0,2448756,M,31-40,Black,1.0,D2,,Probation,Yes,Morning,32.0,24.0,0.0,24.0,1200.0,0.0,0.0,0.0,Drug
18565,6157759,2013.0,5548588,M,,Black,38.0,M5,,Incarceration,No,Evening,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Other
11515,1698413,2016.0,3772477,M,31-40,Black,1.0,D4,,Incarceration,Unknown,Morning,17.333333333333332,0.0,13.0,0.0,300.0,0.0,0.0,0.0,Drug
11275,83001,2016.0,8785494,F,41-50,Black,1.0,D3,,Probation,Unknown,Afternoon,18.666666666666668,14.0,0.0,36.0,300.0,0.0,0.0,0.0,Drug
7088,3682109,2018.0,2103912,M,31-40,Black,1.0,M3,,Incarceration,Yes,Evening,160.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,Violent
9266,7739144,2017.0,5868058,M,51-60,Black,1.0,D2,,,Yes,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
386,2391011,2022.0,3927592,F,31-40,Black,1.0,M8,,Incarceration,Unknown,Morning,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Violent
813,1662273,2021.0,5057985,M,41-50,Black,3.0,,,Incarceration,Yes,Morning,64.0,0.0,48.0,0.0,300.0,,0.0,0.0,Weapon
3899,5856219,2020.0,7782332,M,15-17,Black,2.0,M8,,Incarceration,No,Night,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Weapon
8406,1000388,2018.0,5836279,M,18-21,Black,1.0,M7,,Short Split,,Evening,16.0,12.0,1.0,24.0,300.0,0.0,0.0,0.0,Property
23746,8286237,2012.0,5986271,M,31-40,Black,1.0,,,Incarceration,Unknown,Morning,32.0,0.0,24.0,12.0,300.0,0.0,0.0,0.0,Other
12120,8380058,2016.0,3956278,M,22-30,Black,1.0,D1,,Short Split,No,Morning,24.0,18.0,1.0,24.0,300.0,0.0,0.0,0.0,Drug
16810,7758629,2014.0,9979953,M,22-30,Black,1.0,D2,,Short Split,No,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
11213,6369882,2016.0,4296640,M,18-21,Black,1.0,M9,,Incarceration,Unknown,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
2285,6794286,2021.0,7258477,M,22-30,Black,1.0,M8,,,Yes,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
22513,1970389,2012.0,6959235,M,22-30,Black,4.0,M5,,Incarceration,Unknown,Night,80.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,Weapon
12024,6443299,2016.0,956964,M,31-40,Black,5.0,M6,,Incarceration,Yes,Night,48.0,,36.0,0.0,300.0,0.0,0.0,0.0,Violent
18013,6145664,2014.0,4499935,M,22-30,Black,1.0,D3,,Probation,Unknown,Night,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
23981,9159208,2012.0,7765798,M,18-21,Black,3.0,M8,,,Yes,Evening,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Weapon
17599,7421767,2014.0,4555453,M,31-40,Black,2.0,D2,,Probation,Yes,Morning,24.0,18.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
9416,4157211,2017.0,5282509,M,31-40,Black,14.0,M7,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
16022,5811860,,6822696,M,31-40,Other or Unknown,1.0,M7,,Incarceration,No,Morning,16.0,0.0,,0.0,,0.0,0.0,0.0,Other
24183,3168445,2012.0,9912696,M,31-40,Black,1.0,M8,,Short Split,No,Morning,16.0,12.0,1.0,12.0,,0.0,0.0,0.0,Weapon
17189,5086350,2014.0,2929073,M,31-40,White,1.0,M5,,Incarceration,Yes,Night,112.0,0.0,84.0,0.0,300.0,0.0,0.0,0.0,Violent
10005,9323536,2017.0,8305368,M,18-21,White,1.0,M8,,Probation,Unknown,Night,32.0,24.0,0.0,48.0,300.0,,0.0,0.0,Sex
14308,8785676,2015.0,3646116,M,22-30,Black,1.0,D2,,Probation,Unknown,Night,24.0,18.0,0.0,18.0,,0.0,0.0,0.0,Drug
17702,5943861,2014.0,2669755,M,31-40,Black,2.0,D3,,Incarceration,Unknown,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Drug
12270,7039981,2016.0,2791836,M,18-21,Black,3.0,M7,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
18355,8398977,2014.0,1516740,M,18-21,Black,2.0,M5,,Incarceration,Yes,Evening,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Weapon
9062,6620466,2017.0,4802729,M,,Black,4.0,M5,,Incarceration,No,Morning,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
16403,4040259,2014.0,9754039,M,22-30,Black,1.0,D3,,Probation,,Afternoon,24.0,18.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
988,6499461,2021.0,1334783,M,18-21,Black,1.0,M8,,Probation,No,Morning,8.0,6.0,0.0,36.0,300.0,0.0,0.0,0.0,Weapon
6560,6175157,2019.0,2375821,F,18-21,Black,1.0,M8,,Incarceration,Unknown,Evening,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Violent
12551,267034,2016.0,7476515,M,22-30,Black,1.0,M6,,Incarceration,No,Evening,32.0,,24.0,0.0,300.0,0.0,0.0,0.0,Violent
5100,9265609,2019.0,2179180,M,22-30,Black,,,,Incarceration,No,Evening,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Drug
20689,3061299,2013.0,2898063,M,41-50,Black,1.0,,,Short Split,Yes,Night,32.0,18.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
19280,7188483,2013.0,7665091,M,18-21,Hispanic,1.0,,,Short Split,Unknown,Afternoon,21.333333333333332,10.0,6.0,18.0,300.0,0.0,0.0,0.0,Property
6385,6952190,2019.0,5117731,M,51-60,Black,1.0,M7,,Incarceration,Yes,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
2666,1854816,2020.0,549706,M,22-30,Black,1.0,M3,Voluntary Manslaughter,Incarceration,No,Afternoon,184.0,0.0,138.0,0.0,300.0,0.0,0.0,0.0,Homicide
13195,9219421,2015.0,9114601,M,18-21,Black,4.0,M5,,,Unknown,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
13777,7901094,2015.0,4433772,M,18-21,Black,4.0,M5,,Incarceration,Yes,Afternoon,24.0,0.0,18.0,0.0,,0.0,0.0,0.0,Violent
19755,9839091,2013.0,7751769,M,22-30,Black,2.0,M8,,Incarceration,No,Evening,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Property
